playerID,H,2B,3B,HR,RBI,R,BB,SO,GIDP,IBB,HBP,SB,CS,AB,PA,AVG,OBP,SLG,OPS,ISO,wOBA,wRAA,K%,BB%,K:BB,BABIP
ariasjo01,147,26,4,8,56,56,28,90,12,5,4,7,2,557,600,0.264,0.304,0.368,0.672,0.104,0.300,-5,15.00%,4.67%,3.21,0.303
arrueer01,135,26,2,12,64,67,48,140,13,3,5,8,3,542,600,0.249,0.316,0.371,0.687,0.122,0.308,-1,23.33%,8.00%,2.92,0.315
ascheco01,138,32,1,15,68,65,49,141,9,6,2,4,2,545,600,0.253,0.317,0.398,0.715,0.145,0.320,5,23.50%,8.17%,2.88,0.316
averyxa01,137,31,4,15,64,76,55,126,13,3,4,17,7,537,600,0.255,0.329,0.412,0.740,0.156,0.329,9,21.00%,9.17%,2.29,0.308
avilaal01,122,28,2,15,68,63,75,171,13,2,3,3,2,519,600,0.235,0.335,0.383,0.718,0.148,0.323,6,28.50%,12.50%,2.28,0.321
avilemi01,138,27,1,12,66,68,28,84,13,1,3,15,7,552,600,0.250,0.290,0.368,0.658,0.118,0.291,-9,14.00%,4.67%,3.00,0.276
aybarer01,153,31,4,8,59,72,32,71,12,2,4,15,7,554,600,0.276,0.320,0.390,0.710,0.114,0.315,2,11.83%,5.33%,2.22,0.305
baezja01,120,23,2,19,61,70,46,190,13,2,4,12,3,549,600,0.219,0.284,0.372,0.655,0.153,0.292,-9,31.67%,7.67%,4.13,0.297
bakerje03,141,29,4,17,70,67,44,136,17,3,4,7,2,546,600,0.258,0.318,0.419,0.738,0.161,0.326,8,22.67%,7.33%,3.09,0.316
bakerjo01,121,22,1,6,50,46,53,135,13,5,4,5,2,534,600,0.227,0.301,0.305,0.606,0.079,0.278,-15,22.50%,8.83%,2.55,0.293
bantzbr01,139,28,2,16,66,69,50,121,13,4,5,9,3,540,600,0.257,0.326,0.406,0.732,0.148,0.326,8,20.17%,8.33%,2.42,0.305
barajro01,124,23,2,17,58,59,48,113,9,6,8,6,2,537,600,0.231,0.304,0.376,0.680,0.145,0.306,-2,18.83%,8.00%,2.35,0.263
barmecl01,127,24,1,10,51,52,34,119,11,5,8,3,2,546,600,0.233,0.287,0.335,0.623,0.103,0.281,-14,19.83%,5.67%,3.50,0.281
barnebr02,137,27,4,13,57,67,35,168,13,1,5,11,9,551,600,0.249,0.299,0.383,0.682,0.134,0.302,-4,28.00%,5.83%,4.80,0.335
barneda01,130,27,3,9,52,64,40,80,14,4,6,6,2,547,600,0.238,0.297,0.347,0.644,0.110,0.289,-10,13.33%,6.67%,2.00,0.264
barnhtu01,133,23,2,14,55,62,48,121,10,5,4,8,3,541,600,0.246,0.312,0.373,0.685,0.128,0.308,-1,20.17%,8.00%,2.52,0.293
bartlja01,123,28,2,13,57,70,53,128,16,3,5,9,3,532,600,0.231,0.307,0.365,0.671,0.133,0.301,-4,21.33%,8.83%,2.42,0.281
bartoda02,127,23,1,12,60,65,61,121,8,2,5,6,2,528,600,0.241,0.325,0.356,0.681,0.116,0.308,-1,20.17%,10.17%,1.98,0.291
bautijo02,135,25,0,30,86,88,81,95,15,6,6,7,2,507,600,0.266,0.374,0.493,0.867,0.227,0.384,35,15.83%,13.50%,1.17,0.275
baxtemi01,126,30,4,10,49,67,60,120,8,5,10,13,6,525,600,0.240,0.329,0.370,0.699,0.130,0.316,3,20.00%,10.00%,2.00,0.294
bayja01,117,18,1,21,58,68,55,139,12,2,4,10,3,535,600,0.219,0.296,0.374,0.670,0.155,0.300,-5,23.17%,9.17%,2.53,0.256
beckhgo01,134,31,1,13,56,68,39,101,16,2,7,6,2,546,600,0.245,0.304,0.377,0.681,0.132,0.303,-3,16.83%,6.50%,2.59,0.280
beckhti01,143,28,2,16,67,71,50,119,13,4,5,9,3,539,600,0.265,0.333,0.414,0.747,0.148,0.333,11,19.83%,8.33%,2.38,0.314
belljo01,136,28,3,17,67,68,50,125,15,5,4,10,4,541,600,0.251,0.319,0.409,0.728,0.157,0.324,7,20.83%,8.33%,2.50,0.298
belnovi01,134,29,3,14,63,66,52,123,12,5,5,9,3,535,600,0.250,0.323,0.394,0.717,0.144,0.321,5,20.50%,8.67%,2.37,0.302
beltbr01,146,34,4,18,72,75,57,141,7,5,5,9,3,535,600,0.273,0.348,0.452,0.801,0.179,0.355,21,23.50%,9.50%,2.47,0.340
beltrad01,168,29,1,23,78,77,45,77,13,9,4,2,1,545,600,0.308,0.365,0.492,0.857,0.183,0.380,33,12.83%,7.50%,1.71,0.326
beltrca01,142,28,1,22,76,71,48,104,12,5,3,6,3,541,600,0.262,0.326,0.440,0.766,0.177,0.339,14,17.33%,8.00%,2.17,0.289
beltren01,141,27,2,14,63,74,45,117,13,3,6,10,7,543,600,0.260,0.323,0.394,0.717,0.134,0.320,5,19.50%,7.50%,2.60,0.308
berkmla01,131,26,3,13,63,62,63,109,13,6,3,6,2,528,600,0.248,0.332,0.383,0.714,0.134,0.322,6,18.17%,10.50%,1.73,0.291
bernaro01,125,26,2,12,53,62,53,134,10,4,9,16,4,532,600,0.235,0.315,0.359,0.674,0.124,0.304,-3,22.33%,8.83%,2.53,0.293
bernido01,133,26,2,12,58,71,52,119,11,4,7,10,4,531,600,0.250,0.325,0.375,0.700,0.124,0.315,2,19.83%,8.67%,2.29,0.303
berryqu01,141,23,6,12,65,83,49,133,10,2,8,27,2,535,600,0.264,0.334,0.396,0.731,0.133,0.326,7,22.17%,8.17%,2.71,0.331
betanyu01,129,27,2,18,73,59,32,102,16,3,2,3,2,560,600,0.230,0.274,0.382,0.657,0.152,0.290,-9,17.00%,5.33%,3.19,0.252
betemwi01,139,29,2,18,65,67,49,141,13,2,3,6,3,542,600,0.256,0.322,0.417,0.739,0.161,0.327,8,23.50%,8.17%,2.88,0.316
bethach01,142,25,2,10,61,60,39,132,14,2,5,8,4,553,600,0.257,0.312,0.363,0.675,0.107,0.302,-4,22.00%,6.50%,3.38,0.321
bettsmo01,148,32,3,15,61,84,55,111,10,2,6,15,6,537,600,0.276,0.349,0.430,0.780,0.155,0.345,17,18.50%,9.17%,2.02,0.324
biancje01,130,22,2,10,63,59,38,120,11,2,3,8,5,551,600,0.236,0.289,0.338,0.626,0.102,0.281,-14,20.00%,6.33%,3.16,0.285
bixlebr01,134,30,2,16,64,71,49,139,10,3,4,13,3,541,600,0.248,0.315,0.399,0.714,0.152,0.318,4,23.17%,8.17%,2.84,0.306
blackch02,158,30,3,16,64,77,31,103,6,3,10,20,7,552,600,0.286,0.336,0.438,0.774,0.152,0.342,15,17.17%,5.17%,3.32,0.328
blancan01,139,32,2,14,58,63,43,111,18,5,4,8,3,540,600,0.257,0.317,0.402,0.719,0.144,0.320,5,18.50%,7.17%,2.58,0.301
blancgr01,137,23,6,7,52,68,59,118,8,3,3,21,8,530,600,0.258,0.336,0.364,0.700,0.106,0.315,3,19.67%,9.83%,2.00,0.321
blanche01,116,24,1,13,59,57,46,122,13,2,4,6,2,542,600,0.214,0.280,0.334,0.614,0.120,0.276,-16,20.33%,7.67%,2.65,0.253
blankky01,139,26,1,16,67,69,50,146,11,2,8,5,2,538,600,0.258,0.331,0.400,0.730,0.141,0.326,7,24.33%,8.33%,2.92,0.327
bloomwi01,158,28,4,6,54,70,31,101,9,2,3,8,8,559,600,0.283,0.324,0.379,0.703,0.097,0.312,1,16.83%,5.17%,3.26,0.336
blumge01,133,25,3,15,61,64,46,112,11,3,4,10,3,539,600,0.247,0.311,0.388,0.698,0.141,0.311,1,18.67%,7.67%,2.43,0.286
boescbr01,135,26,3,17,67,65,36,125,12,3,4,10,3,555,600,0.243,0.294,0.393,0.687,0.150,0.304,-3,20.83%,6.00%,3.47,0.286
bogaexa01,135,30,2,13,55,67,45,143,12,2,7,5,3,542,600,0.249,0.315,0.384,0.699,0.135,0.311,1,23.83%,7.50%,3.18,0.316
bogusbr01,129,22,3,15,57,66,53,133,12,3,7,15,4,537,600,0.240,0.317,0.376,0.693,0.136,0.311,0,22.17%,8.83%,2.51,0.293
bonifem01,139,24,5,6,42,69,43,126,6,2,2,36,9,546,600,0.255,0.311,0.350,0.661,0.095,0.296,-7,21.00%,7.17%,2.93,0.321
borboju01,131,25,3,13,52,66,53,118,9,3,4,16,4,538,600,0.243,0.316,0.374,0.690,0.130,0.309,0,19.67%,8.83%,2.23,0.290
boscajc01,138,28,3,15,64,66,46,115,12,3,6,9,3,541,600,0.255,0.320,0.401,0.722,0.146,0.321,5,19.17%,7.67%,2.50,0.299
bourgja01,138,23,5,13,58,73,45,108,12,3,4,13,7,547,600,0.252,0.314,0.384,0.698,0.132,0.311,0,18.00%,7.50%,2.40,0.293
bourjpe01,133,21,6,11,55,74,43,142,13,2,9,15,4,535,600,0.249,0.315,0.372,0.687,0.123,0.307,-1,23.67%,7.17%,3.30,0.319
bourju01,142,27,2,13,68,69,53,127,9,4,4,7,3,540,600,0.263,0.333,0.393,0.726,0.130,0.325,7,21.17%,8.83%,2.40,0.323
bournmi01,143,23,8,7,49,76,49,135,5,1,3,22,9,542,600,0.264,0.328,0.375,0.703,0.111,0.313,1,22.50%,8.17%,2.76,0.340
bradlja02,119,28,2,8,53,72,49,161,13,2,7,11,1,542,600,0.220,0.293,0.323,0.616,0.103,0.279,-15,26.83%,8.17%,3.29,0.298
brantmi02,163,35,3,13,76,74,47,67,12,5,4,17,4,543,600,0.300,0.360,0.448,0.808,0.147,0.358,23,11.17%,7.83%,1.43,0.324
brantro01,135,29,1,12,57,57,50,124,15,4,4,6,3,542,600,0.249,0.317,0.373,0.690,0.124,0.310,0,20.67%,8.33%,2.48,0.303
braunry02,154,31,4,24,87,79,51,120,15,8,6,16,6,539,600,0.286,0.354,0.492,0.846,0.206,0.374,30,20.00%,8.50%,2.35,0.329
brentbr01,143,30,3,13,63,73,44,132,11,3,5,9,3,546,600,0.262,0.323,0.399,0.722,0.137,0.321,5,22.00%,7.33%,3.00,0.324
brignre01,127,28,3,11,60,52,47,154,17,5,3,7,3,544,600,0.233,0.298,0.357,0.655,0.123,0.294,-7,25.67%,7.83%,3.28,0.306
brownan02,130,25,1,20,72,67,49,144,14,2,4,7,3,540,600,0.241,0.309,0.402,0.710,0.161,0.315,2,24.00%,8.17%,2.94,0.293
brownco01,135,30,3,18,66,72,51,128,13,3,4,11,3,538,600,0.251,0.320,0.418,0.739,0.167,0.327,8,21.33%,8.50%,2.51,0.298
browndo01,139,27,3,19,81,66,46,113,10,5,2,8,2,548,600,0.254,0.314,0.418,0.732,0.164,0.325,7,18.83%,7.67%,2.46,0.288
brownga02,142,27,3,14,65,69,47,120,12,3,5,9,4,543,600,0.262,0.326,0.400,0.726,0.138,0.323,6,20.00%,7.83%,2.55,0.313
brownjo05,137,28,2,15,70,65,49,114,12,3,5,9,3,539,600,0.254,0.322,0.397,0.719,0.143,0.320,5,19.00%,8.17%,2.33,0.298
bruceja01,133,32,2,25,86,80,54,157,8,8,3,10,3,539,600,0.247,0.319,0.453,0.771,0.206,0.342,15,26.17%,9.00%,2.91,0.303
buckjo01,120,20,1,17,69,55,52,141,14,5,6,4,1,537,600,0.223,0.299,0.359,0.659,0.136,0.297,-6,23.50%,8.67%,2.71,0.272
bucktr01,137,30,4,14,65,69,50,122,13,3,5,9,3,541,600,0.253,0.322,0.401,0.723,0.148,0.322,5,20.33%,8.33%,2.44,0.304
burnsbi02,139,28,3,14,64,76,48,121,12,3,5,16,6,542,600,0.256,0.323,0.397,0.719,0.140,0.320,5,20.17%,8.00%,2.52,0.307
burriem01,134,22,2,12,58,70,48,115,16,4,5,14,6,541,600,0.248,0.315,0.362,0.677,0.115,0.305,-2,19.17%,8.00%,2.40,0.295
burrose01,136,28,3,16,66,68,49,116,13,3,5,11,4,540,600,0.252,0.320,0.404,0.724,0.152,0.322,5,19.33%,8.17%,2.37,0.294
bussni01,135,27,2,15,62,65,49,115,12,3,5,9,3,541,600,0.250,0.318,0.390,0.708,0.140,0.316,3,19.17%,8.17%,2.35,0.292
buterdr01,120,25,2,11,51,56,49,128,9,3,6,5,2,539,600,0.223,0.295,0.338,0.632,0.115,0.285,-12,21.33%,8.17%,2.61,0.273
butlebi03,154,29,1,15,77,61,54,101,21,6,5,2,1,538,600,0.286,0.357,0.428,0.784,0.141,0.351,19,16.83%,9.00%,1.87,0.329
butleda01,137,32,3,13,64,65,47,124,14,3,5,9,3,543,600,0.252,0.318,0.394,0.712,0.142,0.317,3,20.67%,7.83%,2.64,0.305
butlejo04,137,29,2,14,62,69,53,129,12,3,5,9,3,537,600,0.255,0.328,0.395,0.723,0.140,0.323,6,21.50%,8.83%,2.43,0.312
byrdma01,146,28,3,21,76,67,34,150,9,4,7,4,3,552,600,0.264,0.315,0.440,0.756,0.176,0.333,11,25.00%,5.67%,4.41,0.328
cabreas01,136,33,3,15,66,72,47,113,14,2,7,10,3,540,600,0.252,0.320,0.407,0.727,0.156,0.322,6,18.83%,7.83%,2.40,0.294
cabreev01,137,24,4,7,43,68,49,127,6,1,3,39,10,537,600,0.255,0.321,0.354,0.675,0.099,0.302,-4,21.17%,8.17%,2.59,0.323
cabreme01,165,31,5,13,67,80,43,80,14,3,2,8,3,549,600,0.301,0.354,0.446,0.800,0.146,0.353,20,13.33%,7.17%,1.86,0.333
cabremi01,168,35,1,30,106,90,62,97,19,12,3,3,1,529,600,0.318,0.392,0.558,0.950,0.240,0.420,51,16.17%,10.33%,1.56,0.343
cainlo01,152,31,4,9,67,70,39,130,12,2,5,24,5,550,600,0.276,0.330,0.396,0.726,0.120,0.322,6,21.67%,6.50%,3.33,0.348
cairomi01,129,27,4,13,60,58,38,102,13,2,4,12,3,550,600,0.235,0.289,0.369,0.658,0.135,0.292,-8,17.00%,6.33%,2.68,0.267
calhoko01,147,31,3,19,70,90,48,121,9,1,3,7,4,544,600,0.270,0.333,0.443,0.776,0.173,0.341,15,20.17%,8.00%,2.52,0.317
callaal01,131,23,0,10,61,60,58,74,15,2,2,3,3,533,600,0.246,0.322,0.345,0.667,0.099,0.302,-4,12.33%,9.67%,1.28,0.269
campato01,136,21,4,8,45,79,42,129,6,2,4,42,9,546,600,0.249,0.307,0.346,0.654,0.097,0.293,-8,21.50%,7.00%,3.07,0.313
campber01,140,27,2,12,56,58,49,139,13,2,4,9,2,541,600,0.259,0.325,0.383,0.708,0.124,0.316,3,23.17%,8.17%,2.84,0.328
canoro01,164,36,1,20,81,75,55,79,17,13,5,7,2,537,600,0.305,0.375,0.488,0.863,0.182,0.386,36,13.17%,9.17%,1.44,0.329
canzlru01,144,27,2,18,70,70,46,124,10,4,4,9,3,546,600,0.264,0.326,0.419,0.745,0.156,0.331,10,20.67%,7.67%,2.70,0.312
cardead01,136,33,3,15,63,70,54,122,11,5,4,10,3,539,600,0.252,0.325,0.408,0.733,0.156,0.327,8,20.33%,9.00%,2.26,0.301
carlilu01,139,28,3,16,66,71,48,117,13,3,5,12,4,541,600,0.257,0.323,0.409,0.732,0.152,0.325,7,19.50%,8.00%,2.44,0.301
carpema01,150,36,4,9,63,90,68,99,6,2,6,4,3,518,600,0.290,0.378,0.427,0.805,0.137,0.359,23,16.50%,11.33%,1.46,0.344
carpmi01,130,30,3,14,75,67,58,140,15,2,9,5,2,528,600,0.246,0.331,0.394,0.725,0.148,0.324,7,23.33%,9.67%,2.41,0.310
carreez01,142,27,5,11,52,78,41,125,14,4,7,23,4,546,600,0.260,0.320,0.388,0.708,0.128,0.316,3,20.83%,6.83%,3.05,0.320
carrobr01,139,28,3,17,68,74,50,117,12,4,5,11,4,540,600,0.257,0.326,0.415,0.741,0.157,0.329,9,19.50%,8.33%,2.34,0.300
carroja01,132,22,1,6,45,66,49,89,10,1,4,8,4,535,600,0.247,0.315,0.325,0.640,0.079,0.290,-10,14.83%,8.17%,1.82,0.286
carsoma01,144,24,2,15,65,69,45,124,10,3,5,13,3,543,600,0.265,0.327,0.400,0.727,0.134,0.324,6,20.67%,7.50%,2.76,0.319
cartech02,123,25,2,32,87,73,67,193,11,4,4,5,1,526,600,0.234,0.325,0.471,0.796,0.238,0.350,19,32.17%,11.17%,2.88,0.302
casalcu01,127,27,2,11,54,69,51,135,13,3,7,7,3,535,600,0.237,0.312,0.357,0.669,0.120,0.301,-4,22.50%,8.50%,2.65,0.298
casilal01,132,28,3,9,60,68,41,108,11,2,4,27,4,543,600,0.243,0.301,0.355,0.656,0.112,0.293,-8,18.00%,6.83%,2.63,0.289
casteal01,136,27,4,18,67,71,45,127,11,3,6,9,3,543,600,0.250,0.315,0.414,0.729,0.164,0.323,6,21.17%,7.50%,2.82,0.296
casteni01,144,32,4,13,69,59,42,143,9,3,4,5,3,550,600,0.262,0.319,0.405,0.724,0.144,0.321,5,23.83%,7.00%,3.40,0.332
castiru01,144,26,2,17,68,71,48,119,11,3,7,14,3,541,600,0.266,0.334,0.416,0.750,0.150,0.333,11,19.83%,8.00%,2.48,0.314
castiwe01,139,31,1,16,62,55,46,143,14,3,10,3,1,540,600,0.257,0.327,0.407,0.735,0.150,0.327,8,23.83%,7.67%,3.11,0.323
castrja01,135,32,2,18,67,65,53,158,11,3,6,3,1,537,600,0.251,0.326,0.419,0.744,0.168,0.330,10,26.33%,8.83%,2.98,0.324
castrst01,153,31,4,13,61,64,35,110,17,3,5,11,6,558,600,0.274,0.323,0.414,0.737,0.140,0.326,7,18.33%,5.83%,3.14,0.322
cecchga01,139,31,2,15,66,73,49,133,11,3,9,9,3,538,600,0.258,0.331,0.407,0.738,0.149,0.329,9,22.17%,8.17%,2.71,0.318
cedenro02,135,25,4,12,58,59,42,130,16,2,5,8,5,544,600,0.248,0.308,0.375,0.683,0.127,0.304,-3,21.67%,7.00%,3.10,0.306
centeju01,138,25,2,13,63,62,49,120,15,3,5,8,3,543,600,0.254,0.322,0.379,0.701,0.125,0.314,2,20.00%,8.17%,2.45,0.305
cervefr01,147,33,3,14,61,74,50,130,14,2,10,7,2,537,600,0.274,0.347,0.425,0.771,0.151,0.342,15,21.67%,8.33%,2.60,0.338
cespeyo01,144,29,5,23,88,80,41,128,11,4,5,10,4,551,600,0.261,0.318,0.457,0.776,0.196,0.341,14,21.33%,6.83%,3.12,0.303
chambad01,134,25,5,14,62,70,52,136,10,8,5,11,6,537,600,0.250,0.322,0.393,0.714,0.143,0.321,5,22.67%,8.67%,2.62,0.310
chaveen01,141,25,2,8,48,54,32,84,11,2,2,8,5,551,600,0.256,0.299,0.352,0.651,0.096,0.290,-9,14.00%,5.33%,2.63,0.290
chaveer01,142,27,3,21,75,64,53,113,15,5,3,6,1,535,600,0.265,0.335,0.445,0.780,0.179,0.345,17,18.83%,8.83%,2.13,0.302
chiriro01,132,28,1,19,65,65,38,124,10,2,9,4,2,543,600,0.243,0.303,0.403,0.707,0.160,0.313,1,20.67%,6.33%,3.26,0.283
chiselo01,145,32,2,17,69,69,43,118,12,2,7,5,2,547,600,0.265,0.327,0.424,0.751,0.159,0.332,10,19.67%,7.17%,2.74,0.311
