playerID,H,2B,3B,HR,RBI,R,BB,SO,GIDP,IBB,HBP,SB,CS,AB,PA,AVG,OBP,SLG,OPS,ISO,wOBA,wRAA,K%,BB%,K:BB,BABIP,,,,,,
valdewi01,44,7,1,4,19,20,13,37,4,1,1,3,1,182,200,0.242,0.296,0.357,0.653,0.115,0.292,-2.8,18.50%,6.50%,2.85,0.284,,,,,,
valenda01,86,20,2,9,42,35,20,77,10,1,2,2,2,333,359,0.258,0.304,0.411,0.716,0.153,0.315,1.3,21.45%,5.57%,3.85,0.312,,,,,,
vanslsc01,79,17,1,13,40,39,35,85,8,1,4,5,2,297,338,0.266,0.351,0.461,0.812,0.195,0.358,12.7,25.15%,10.36%,2.43,0.332,,,,,,
vargake01,77,15,1,10,44,37,22,77,7,2,3,3,1,288,317,0.267,0.326,0.431,0.756,0.163,0.335,6.2,24.29%,6.94%,3.50,0.333,,,,,,
vazquch01,67,14,1,5,32,30,27,58,6,2,2,3,1,267,301,0.251,0.324,0.367,0.691,0.116,0.311,0.3,19.27%,8.97%,2.15,0.304,,,,,,
velazgi01,46,8,1,5,20,21,15,38,3,1,1,3,1,182,200,0.253,0.313,0.390,0.703,0.137,0.313,0.5,19.00%,7.50%,2.53,0.295,,,,,,
venabwi01,109,20,5,13,45,57,35,106,6,3,4,16,5,433,476,0.252,0.314,0.411,0.725,0.159,0.321,4.1,22.27%,7.35%,3.03,0.306,,,,,,
vicieda01,124,23,2,19,65,61,32,117,16,2,5,2,1,489,529,0.254,0.306,0.425,0.731,0.172,0.322,5.0,22.12%,6.05%,3.66,0.297,,,,,,
victosh01,77,15,2,7,32,40,21,47,4,1,5,12,2,288,320,0.267,0.328,0.406,0.734,0.139,0.326,4.0,14.69%,6.56%,2.24,0.299,,,,,,
villajo01,79,17,2,7,32,42,31,98,7,2,2,18,6,331,369,0.239,0.308,0.366,0.673,0.127,0.302,-2.4,26.56%,8.40%,3.16,0.319,,,,,,
vittejo01,42,9,1,5,21,22,17,46,6,1,2,4,1,180,200,0.233,0.307,0.378,0.684,0.144,0.306,-0.6,23.00%,8.50%,2.71,0.287,,,,,,
vizquom01,45,8,1,4,17,20,13,31,4,1,1,3,1,182,200,0.247,0.301,0.368,0.669,0.121,0.298,-1.8,15.50%,6.50%,2.38,0.279,,,,,,
vogtst01,85,14,2,10,40,37,24,61,5,2,2,3,1,329,358,0.258,0.313,0.404,0.717,0.146,0.318,2.2,17.04%,6.70%,2.54,0.291,,,,,,
vottojo01,98,23,1,12,43,53,69,78,8,9,3,4,2,334,409,0.293,0.419,0.476,0.895,0.183,0.404,30.2,19.07%,16.87%,1.13,0.352,,,,,,
walkech02,48,10,1,6,22,23,17,48,4,1,2,3,1,190,210,0.253,0.321,0.411,0.731,0.158,0.324,2.4,22.86%,8.10%,2.82,0.309,,,,,,
walkene01,128,25,2,18,66,67,47,95,12,3,9,4,3,480,541,0.267,0.343,0.440,0.783,0.173,0.347,15.8,17.56%,8.69%,2.02,0.300,,,,,,
wallabr01,51,11,1,8,26,27,17,66,4,1,3,2,1,208,229,0.245,0.311,0.423,0.734,0.178,0.325,2.6,28.82%,7.42%,3.88,0.321,,,,,,
walteza01,58,10,1,11,31,32,21,69,4,1,2,3,1,245,269,0.237,0.302,0.420,0.723,0.184,0.319,1.9,25.65%,7.81%,3.29,0.285,,,,,,
watkilo01,55,11,1,5,23,28,17,54,4,2,2,3,1,217,238,0.253,0.314,0.382,0.696,0.129,0.311,0.3,22.69%,7.14%,3.18,0.316,,,,,,
weeksje01,47,9,3,3,16,27,21,37,3,1,2,6,2,196,223,0.240,0.320,0.362,0.682,0.122,0.306,-0.6,16.59%,9.42%,1.76,0.282,,,,,,
weeksri01,81,19,2,11,35,45,37,94,8,1,7,7,3,337,383,0.240,0.328,0.407,0.735,0.166,0.327,5.1,24.54%,9.66%,2.54,0.302,,,,,,
wellsca01,43,8,1,5,19,24,18,55,3,1,2,2,1,200,220,0.215,0.286,0.340,0.626,0.125,0.282,-4.8,25.00%,8.18%,3.06,0.271,,,,,,
wellsve01,54,9,0,7,27,27,17,40,5,1,1,4,1,226,246,0.239,0.295,0.372,0.667,0.133,0.297,-2.5,16.26%,6.91%,2.35,0.263,,,,,,
werthja01,144,30,1,17,71,76,65,103,9,3,5,10,2,492,568,0.293,0.381,0.461,0.842,0.169,0.373,28.2,18.13%,11.44%,1.58,0.341,,,,,,
wheelry01,53,11,1,5,30,25,18,48,5,1,1,3,1,214,236,0.248,0.309,0.379,0.688,0.131,0.306,-0.7,20.34%,7.63%,2.67,0.298,,,,,,
wheelze01,51,9,1,6,24,25,16,47,5,1,2,3,1,209,231,0.244,0.304,0.383,0.687,0.139,0.306,-0.8,20.35%,6.93%,2.94,0.288,,,,,,
whiteel03,46,10,1,5,22,22,15,44,4,1,2,4,1,192,213,0.240,0.301,0.380,0.682,0.141,0.304,-1.1,20.66%,7.04%,2.93,0.287,,,,,,
wietema01,71,15,0,12,43,35,27,60,6,2,1,2,1,283,314,0.251,0.318,0.431,0.749,0.180,0.332,5.3,19.11%,8.60%,2.22,0.280,,,,,,
wiggity01,43,8,0,5,22,24,18,44,3,1,2,2,1,183,206,0.235,0.310,0.361,0.671,0.126,0.302,-1.3,21.36%,8.74%,2.44,0.284,,,,,,
wilkian01,49,10,1,5,22,23,17,56,5,1,2,3,1,203,223,0.241,0.306,0.374,0.681,0.133,0.304,-1.1,25.11%,7.62%,3.29,0.310,,,,,,
willija01,47,9,1,5,23,23,17,43,5,1,2,3,1,187,208,0.251,0.320,0.390,0.711,0.139,0.317,1.2,20.67%,8.17%,2.53,0.302,,,,,,
willijo03,84,17,1,16,54,50,53,105,8,3,9,3,1,361,429,0.233,0.345,0.418,0.763,0.186,0.343,11.0,24.48%,12.35%,1.98,0.283,,,,,,
wilsobo02,44,8,1,5,19,22,16,37,5,1,1,2,1,179,202,0.246,0.311,0.385,0.697,0.140,0.311,0.1,18.32%,7.92%,2.31,0.285,,,,,,
wilsoja02,44,8,1,5,20,21,14,37,4,1,1,3,1,180,200,0.244,0.303,0.383,0.686,0.139,0.305,-0.8,18.50%,7.00%,2.64,0.283,,,,,,
wilsojo03,54,10,1,4,24,27,17,49,8,1,2,3,1,221,243,0.244,0.304,0.353,0.657,0.109,0.295,-2.9,20.16%,7.00%,2.88,0.298,,,,,,
wisede01,49,9,1,6,23,25,12,42,3,1,1,10,2,191,207,0.257,0.304,0.408,0.712,0.152,0.315,0.7,20.29%,5.80%,3.50,0.301,,,,,,
wongko01,97,16,2,11,42,51,26,79,11,3,4,16,3,389,423,0.249,0.303,0.386,0.689,0.136,0.307,-1.0,18.68%,6.15%,3.04,0.288,,,,,,
worthda01,48,9,1,4,22,25,20,49,5,1,2,3,2,198,223,0.242,0.318,0.359,0.677,0.116,0.305,-0.9,21.97%,8.97%,2.45,0.303,,,,,,
wrighda03,138,28,3,14,65,63,52,98,15,7,4,12,5,482,542,0.286,0.361,0.444,0.805,0.158,0.359,20.9,18.08%,9.59%,1.88,0.335,,,,,,
yelicch01,139,27,4,10,49,78,60,125,9,3,3,17,4,493,557,0.282,0.363,0.414,0.777,0.132,0.347,16.2,22.44%,10.77%,2.08,0.360,,,,,,
ynoara01,59,13,2,4,29,25,18,45,5,1,2,3,1,215,236,0.274,0.336,0.409,0.745,0.135,0.331,3.8,19.07%,7.63%,2.50,0.331,,,,,,
youklke01,45,8,1,6,23,27,19,45,5,1,5,1,1,186,212,0.242,0.329,0.392,0.721,0.151,0.323,2.2,21.23%,8.96%,2.37,0.289,,,,,,
youngch04,85,23,1,13,46,48,39,91,6,2,4,9,3,376,421,0.226,0.305,0.396,0.702,0.170,0.312,0.8,21.62%,9.26%,2.33,0.265,,,,,,
youngde03,92,17,1,11,43,36,19,74,10,1,4,2,1,339,364,0.271,0.318,0.425,0.742,0.153,0.327,4.9,20.33%,5.22%,3.89,0.319,,,,,,
younger03,95,17,4,4,29,57,33,76,5,1,4,29,6,374,418,0.254,0.321,0.353,0.674,0.099,0.303,-2.4,18.18%,7.89%,2.30,0.310,,,,,,
youngma02,46,10,1,5,23,24,16,43,4,1,2,4,1,180,200,0.256,0.323,0.406,0.729,0.150,0.324,2.2,21.50%,8.00%,2.69,0.311,,,,,,
youngmi02,64,11,2,4,24,27,17,36,9,1,1,1,1,237,257,0.270,0.322,0.384,0.706,0.114,0.314,0.7,14.01%,6.61%,2.12,0.305,,,,,,
zimmery01,95,21,1,13,53,50,35,74,10,2,1,3,1,344,383,0.276,0.345,0.456,0.801,0.180,0.353,12.9,19.32%,9.14%,2.11,0.319,,,,,,
zobribe01,140,31,3,12,58,72,68,86,11,4,3,10,5,519,597,0.270,0.358,0.410,0.768,0.141,0.344,15.9,14.41%,11.39%,1.26,0.304,,,,,,
zuninmi01,92,19,2,17,53,53,27,134,11,1,11,3,2,416,457,0.221,0.286,0.399,0.685,0.178,0.303,-2.4,29.32%,5.91%,4.96,0.283,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,75,15,2,8,35,37,26.0710194731,65,7,2,3,5,1.9,290.8064146621,322.7995418099,0.253,0.320,0.397,0.718,0.144,0.320,3.4,20.50%,8.01%,2.63,0.303,,,,,,
